,tweet,brand,sentiment,lemmatization,polarity
4606,im missing apples even opened temporary store downtown austin says hope got passport sxsw,Apple,Negative emotion,im missing apple even opened temporary store downtown austin say hope got passport sxsw,-0.2
4607,interesting post seo rt improve website rankings advice google amp bing sxsw se,Google,No emotion toward brand or product,interesting post seo rt improve website ranking advice google amp bing sxsw se,0.5
4608,interesting presentation building netflix iphone app sxsw,Apple,No emotion toward brand or product,interesting presentation building netflix iphone app sxsw,0.5
4609,interesting rt launch major new social network called circles possibly today sxsw,Others,No emotion toward brand or product,interesting rt launch major new social network called circle possibly today sxsw,0.14643939393939392
4610,interesting rt google analytics track offsite links virtual pg views using script moreknowledge sxsw mitharvard,Google,No emotion toward brand or product,interesting rt google analytics track offsite link virtual pg view using script moreknowledge sxsw mitharvard,0.5
4611,googlebing search smackdown panel giant room enough chairs hope search quotfloorsittingquot sxsw,Google,No emotion toward brand or product,googlebing search smackdown panel giant room enough chair hope search quotfloorsittingquot sxsw,0.0
4612,fascinating talk health data govt private verge something good see patientslikemecom amp google body sxsw fb,Google,No emotion toward brand or product,fascinating talk health data govt private verge something good see patientslikemecom amp google body sxsw fb,0.4666666666666666
4613,interesting talk web fonts google guy sxsw,Google,Positive emotion,interesting talk web font google guy sxsw,0.5
4614,ok visiting apple opening temporary store downtown austin sxsw ipad 2 launch,Apple,No emotion toward brand or product,ok visiting apple opening temporary store downtown austin sxsw ipad 2 launch,0.5
4615,downloading sxsw app iphone,Apple,Positive emotion,downloading sxsw app iphone,0.0
4616,well ipad really perfect device sxsw,Apple,No emotion toward brand or product,well ipad really perfect device sxsw,1.0
4617,still using original firstgeneration iphone wondering get kicked sxsw,Apple,Positive emotion,still using original firstgeneration iphone wondering get kicked sxsw,0.375
4618,interesting tidbit apple designed ipad 2 case designing actual device sxsw,Apple,I can't tell,interesting tidbit apple designed ipad 2 case designing actual device sxsw,0.25
4619,whos going sxsw apple store therelink aapl,Apple,No emotion toward brand or product,who going sxsw apple store therelink aapl,0.0
4620,going mock technerds coming sxsw stand 4hour line ipad 2 remembered horror movies,Apple,No emotion toward brand or product,going mock technerds coming sxsw stand 4hour line ipad 2 remembered horror movie,0.0
4621,going need bigger battery sxsw iphone,Apple,No emotion toward brand or product,going need bigger battery sxsw iphone,0.0
4622,interesting see yellow pages ipad app come example good practice sxsw,Apple,No emotion toward brand or product,interesting see yellow page ipad app come example good practice sxsw,0.39999999999999997
4623,whos going apple popup shop congress avenue friday sxsw,Apple,Positive emotion,who going apple popup shop congress avenue friday sxsw,0.0
4624,starting think blackberry like abacus phones damn u iphone sxsw wanted abacus,Apple,No emotion toward brand or product,starting think blackberry like abacus phone damn u iphone sxsw wanted abacus,0.0
4625,interesting tweet stream sxsw qabg follow one qa google amp bing amp someone msnlol,Google,Positive emotion,interesting tweet stream sxsw qabg follow one qa google amp bing amp someone msnlol,0.5
4626,ipad unloaded sxsw popup store awesome,Apple,Positive emotion,ipad unloaded sxsw popup store awesome,1.0
4627,interesting 13 apps watch sxsw year startups sxsw apps iphone,Apple,Negative emotion,interesting 13 apps watch sxsw year startup sxsw apps iphone,0.5
4628,interesting rt google launch major new social network called circles possibly today sxsw,Google,No emotion toward brand or product,interesting rt google launch major new social network called circle possibly today sxsw,0.14643939393939392
4629,interesting google launch circles later today context added search sxsw,Google,Positive emotion,interesting google launch circle later today context added search sxsw,0.25
4630,interesting rt rt google circles might launch today sxsw new social network,Google,No emotion toward brand or product,interesting rt rt google circle might launch today sxsw new social network,0.22323232323232323
4631,interestingrt google launching secret new social network called quotcirclesquot sxsw,Google,Negative emotion,interestingrt google launching secret new social network called quotcirclesquot sxsw,-0.07676767676767678
4632,ipad lounge free daily sxsw free coffee ipad art recharge refresh åç austin details,Apple,No emotion toward brand or product,ipad lounge free daily sxsw free coffee ipad art recharge refresh åç austin detail,0.26666666666666666
4633,ipad lounge free daily sxsw recharge devices see art made ipad show åç austin details,Apple,Positive emotion,ipad lounge free daily sxsw recharge device see art made ipad show åç austin detail,0.2
4634,ipad lounge recharge coffee h2o ipad art showfree daily sxsw 106 e 8th congress åç austin details,Apple,No emotion toward brand or product,ipad lounge recharge coffee h2o ipad art showfree daily sxsw 106 e 8th congress åç austin detail,0.0
4635,great longform panel much web content geared toward workplace reading ipadkindle changed sxsw,Apple,No emotion toward brand or product,great longform panel much web content geared toward workplace reading ipadkindle changed sxsw,0.5
4636,nice article androidiphone app sxsw launch coming vip launch party,Google,No emotion toward brand or product,nice article androidiphone app sxsw launch coming vip launch party,0.6
4637,nice sxsw song donûªt hack write rails deliver sell work google,Google,No emotion toward brand or product,nice sxsw song donûªt hack write rail deliver sell work google,0.6
4638,nice meeting last night confession installed ipad amp really like sxsw,Apple,No emotion toward brand or product,nice meeting last night confession installed ipad amp really like sxsw,0.26666666666666666
4639,nice move apple sxsw center apple fanboydom next week,Apple,Positive emotion,nice move apple sxsw center apple fanboydom next week,0.16666666666666666
4640,nice vid ipad 2 sxsw hope behind camera,Apple,No emotion toward brand or product,nice vid ipad 2 sxsw hope behind camera,0.09999999999999998
4641,nice work organizing apple popup store wish austin sxsw,Apple,No emotion toward brand or product,nice work organizing apple popup store wish austin sxsw,0.6
4642,niche product party ive yet google sketchup sxsw,Google,No emotion toward brand or product,niche product party ive yet google sketchup sxsw,0.0
4643,google denies launch major new social network circles sxsw including tim oreily say exists awesome,Google,No emotion toward brand or product,google denies launch major new social network circle sxsw including tim oreily say exists awesome,0.3080492424242424
4644,google denies rumors launching circles sxsw facebook google sxsw,Google,Negative emotion,google denies rumor launching circle sxsw facebook google sxsw,0.0
4645,apple opening pop store downtown austin sxsw ipad 2 launch,Apple,Positive emotion,apple opening pop store downtown austin sxsw ipad 2 launch,0.0
4646,apple opening pop store downtown austin sxsw ipad 2 launch via,Apple,Positive emotion,apple opening pop store downtown austin sxsw ipad 2 launch via,0.0
4647,apple opening popup store sxsw cool another reason im pissedimnotgoingtosxsw,Apple,Positive emotion,apple opening popup store sxsw cool another reason im pissedimnotgoingtosxsw,0.35
4648,apple opening store downtown atx wknd time sxsw ppl buy ipad 2 ûïmention,Apple,Positive emotion,apple opening store downtown atx wknd time sxsw ppl buy ipad 2 ûïmention,0.0
4649,apple opening temp store 6th congress downtown austin ipad 2 release sxsw sxsw,Apple,No emotion toward brand or product,apple opening temp store 6th congress downtown austin ipad 2 release sxsw sxsw,0.0
4650,apple opening temporary 2week store sxsw make easier get ipad2 geeks attending conference,Apple,Positive emotion,apple opening temporary 2week store sxsw make easier get ipad2 geek attending conference,0.0
4651,apple opening downtown austin pop store sxsw rt even begins apple wins sxsw,Apple,No emotion toward brand or product,apple opening downtown austin pop store sxsw rt even begin apple win sxsw,0.8
4652,apple opening popup store austin sixth amp congress sxsw ipad2,Apple,No emotion toward brand or product,apple opening popup store austin sixth amp congress sxsw ipad2,0.0
4653,apple opening popup store austin congress 6th sell new ipads sxsw,Apple,No emotion toward brand or product,apple opening popup store austin congress 6th sell new ipads sxsw,0.13636363636363635
4654,apple opening popup store austin foråêmention û¼ via û¼ sxsw,Apple,Positive emotion,apple opening popup store austin foråêmention û¼ via û¼ sxsw,0.0
4655,apple opening popup store austin sxsw via,Apple,Positive emotion,apple opening popup store austin sxsw via,0.0
4656,apple opening popup store austin sxsw phew beginning panic thanks steve sxsw,Apple,No emotion toward brand or product,apple opening popup store austin sxsw phew beginning panic thanks steve sxsw,0.2
4657,apple opening popup store austin sxsw apple appleapple sxsw,Apple,No emotion toward brand or product,apple opening popup store austin sxsw apple appleapple sxsw,0.0
4658,apple opening popup store austin sxsw sxsw,Apple,Positive emotion,apple opening popup store austin sxsw sxsw,0.0
4659,apple opening popup store austin sxsw lt ya gotta hand apple always innovating apple sxsw,Apple,No emotion toward brand or product,apple opening popup store austin sxsw lt ya gotta hand apple always innovating apple sxsw,0.0
4660,apple opening popup store austin sxsw geekfest apple apple brianlam ipad2 sxsw,Apple,Positive emotion,apple opening popup store austin sxsw geekfest apple apple brianlam ipad2 sxsw,0.0
4661,apple opening temp store friday 6th amp congress sxsw,Apple,No emotion toward brand or product,apple opening temp store friday 6th amp congress sxsw,0.0
4662,apple opening temporary ipad 2 store handle sxsw demand,Apple,No emotion toward brand or product,apple opening temporary ipad 2 store handle sxsw demand,0.0
4663,apple opening temporary popup store austin sxsw ipad 2 launch,Apple,Positive emotion,apple opening temporary popup store austin sxsw ipad 2 launch,0.0
4664,im listening congo os ipanemas via discovr app iphone live sxsw,Apple,No emotion toward brand or product,im listening congo o ipanemas via discovr app iphone live sxsw,0.13636363636363635
